"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000292348",1359.96667769459,4.39597978729337,0.840081029472971,5.23280449512258,1.66957301380051e-07,0.00689767394921541
"ENSG00000179094",1080.51142069949,-2.40929945398034,0.5092673523598,-4.73091283550052,2.23512483879088e-06,0.0461709737949031
